text	F-cumsum	S
capitata	0.1918038144319812	-0.0033333333333347426
nonetheless	0.19181376278840492	-0.003333333333332078
truth	0.191818819869587	-0.003278688524589235
underpin	0.19182395985373926	-0.0032258064516117457
here	0.1919512988159632	-0.0031250000000007105
pisum	0.19196199329911873	-0.003100775193797922
dactylis	0.19196738199218158	-0.0030769230769243094
exploratory	0.19197277068524443	-0.0030769230769234213
sons	0.19200012866540972	-0.003030303030303827
sources	0.19200560026144278	-0.0030303030303020506
arab	0.19201115476044603	-0.0029850746268662576
ration	0.1920167921624195	-0.002941176470589113
methodological	0.19202814986933658	-0.0029197080291982758
promising	0.19209157064153795	-0.0028758169934643973
occasionally	0.1920973738494518	-0.0028571428571426694
globe	0.1921091460712199	-0.0028169014084511446
moreover	0.19225182208293043	-0.002789076118535405
containerized	0.19225795690272507	-0.0027027027027042294
hence	0.19235652853429033	-0.002691337258200477
merit	0.19236274625705518	-0.002666666666665485
related	0.19240767966690242	-0.0025830258302566023
successfully	0.19246620916386212	-0.0025495750708230958
individually	0.19247939073612358	-0.002515723270439807
mitigate	0.19259877101320852	-0.002500000000001279
illustrate	0.19265232633195634	-0.0024767801857574767
demonstrate	0.19291628938906638	-0.00247345752205419
owe	0.1929431499514105	-0.0024691358024693244
confirm	0.1930525818720717	-0.002424242424243772
protective	0.19306634376512455	-0.002409638554217608
climatological	0.19307330761462116	-0.0023809523809523725
guarantee	0.19309419916311102	-0.0023809523809523725
networks	0.19310116301260763	-0.0023809523809523725
especially	0.1933941421092869	-0.0023630383419455114
ascertain	0.19340823561422055	-0.0023529411764702246
willd	0.19341528236668737	-0.0023529411764693364
impair	0.1934296245805316	-0.0023121387283238093
greater	0.1934368371389388	-0.0022988505747143506
consequently	0.19351692140814994	-0.002277432712215699
paramount	0.19352421686952737	-0.0022727272727287584
finding	0.19373885265936966	-0.0022694046930187284
agrochemical	0.19375377519400527	-0.0022222222222234578
use	0.1995524234444956	-0.002215044294397117
mountainous	0.19956767759101202	-0.0021739130434781373
properly	0.19959055881078663	-0.0021739130434781373
profound	0.19959818588404485	-0.002173913043476361
genotypes	0.19960589586027325	-0.0021505376344075344
remarkable	0.19962156452164065	-0.0021164021164041813
chart	0.19962944030380944	-0.002105263157894832
valuable	0.19969252946413002	-0.002102496714849522
biologically	0.19970048814926902	-0.002083333333334103
noticeable	0.1997085297373782	-0.0020618556701039736
roughly	0.1997165713254874	-0.0020618556701039736
prototype	0.1997248616225072	-0.002000000000001556
attempt	0.19978372273134767	-0.001971830985915801
ha⁻¹.	0.19980917394319841	-0.0019543973941349435
epidemic	0.1998179616580394	-0.0018867924528302993
diminish	0.19984440770553252	-0.0018808777429466517
accept	0.19986214894115487	-0.0018691588785042512
resultant	0.19987101955896605	-0.001869158878503363
guide	0.19991553845396232	-0.0018621973929224822
disappear	0.19992449197474368	-0.0018518518518533256
ineffective	0.19993369420443566	-0.0018018018018013393
besides	0.19997978825586568	-0.0017985611510784594
disturb	0.19998907338852784	-0.0017857142857158337
perhaps	0.19999835852119	-0.0017857142857158337
wiley	0.20002629682214668	-0.0017804154302663022
bioassay	0.20003574776074923	-0.00175438596491162
spectroradiometer	0.20004519869935178	-0.00175438596491162
cepa	0.20005473254092454	-0.0017391304347826875
friendly	0.2000837485804938	-0.0017142857142857792
ltd.	0.20011276462006305	-0.0017142857142857792
globally	0.2001418635626025	-0.0017094017094017033
settlement	0.2001614286635692	-0.0016949152542364843
erratic	0.20017129411702275	-0.0016806722689093334
jointly	0.2001811595704763	-0.0016806722689093334
underlie	0.20021108754271774	-0.0016620498614976498
thereby	0.2002632335109722	-0.0015898251192361101
additionally	0.20032698589505435	-0.0015604681404433052
reality	0.20033768037820987	-0.001550387596898517
careful	0.2003484577643356	-0.0015384615384608225
counterpart	0.20035923515046133	-0.0015384615384608225
prove	0.20044727810481147	-0.0015065913370975181
latter	0.20049229441762892	-0.00147329650092054
ameliorate	0.20051484402552275	-0.0014705882352945565
fifteen	0.20052611882946966	-0.0014705882352927802
reasonable	0.2005602748531912	-0.0014563106796110503
worldwide	0.20064011041349175	-0.0014537902388376267
massive	0.20065163392634924	-0.0014388489208618793
deploy	0.20066324034217695	-0.0014285714285708906
ecologically	0.20067492966097486	-0.00141843971631328
collectively	0.20068678478571317	-0.0013986013986020396
zimbabwe	0.20069863991045148	-0.0013986013986020396
emphasize	0.20073470270248756	-0.0013793103448271893
threaten	0.20078328384302352	-0.0013651877133113999
being	0.2007958021915234	-0.0013245033112596616
possibly	0.20083335723702303	-0.0013245033112578852
conducive	0.2008460413914633	-0.0013071895424836555
geostatistical	0.20085889135184398	-0.0012903225806439877
firstly	0.20087190711816505	-0.001273885350317805
macronutrient	0.2008850057874563	-0.0012658227848101333
artificially	0.20089843606862837	-0.0012345679012355504
subsistence	0.20091186634980043	-0.0012345679012355504
efficiently	0.2009522400962868	-0.001232032854209919
unlike	0.20096575328042904	-0.0012269938650302237
aggravate	0.2009793493675415	-0.0012195121951226184
decide	0.20099311126059435	-0.001204819277108804
breeder	0.2010070389595876	-0.0011904761904775185
inconsistent	0.20102104956155104	-0.0011834319526640158
intensify	0.20104907076547793	-0.0011834319526613513
clearly	0.20109143418324904	-0.0011741682974548695
neither	0.20111978699905672	-0.0011695906432755976
promise	0.20116447169999338	-0.0011131725417445892
anticipate	0.2011795600405694	-0.0010989010989028714
debate	0.2011946483811454	-0.0010989010989028714
areas	0.20120981962469162	-0.0010928961748630783
seasonally	0.20122499086823784	-0.0010928961748621902
to	0.2194910851949057	-0.0010884929845786928
policymaker	0.2195065880503327	-0.001069518716579232
quantitatively	0.21952209090575972	-0.001069518716579232
costly	0.21953775956712712	-0.0010582010582025347
huge	0.21955342822849452	-0.0010582010582016466
independently	0.2195691797928321	-0.001052631578946972
apparently	0.2195851800660803	-0.0010362694300498632
deteriorate	0.2196011803393285	-0.0010362694300498632
clarify	0.21961734641851707	-0.0010256410256399562
prominent	0.21963367830364605	-0.0010152284263948985
summary	0.21965009309174524	-0.0010101010101015717
accelerate	0.21968383460061577	-0.000982800982800569
effects	0.2197183222362181	-0.0009615384615386802
itself	0.21973564895698944	-0.0009569377990441552
properties	0.21975297567776078	-0.0009569377990441552
korea	0.21977055110744273	-0.0009433962264164819
moench	0.21979003330543923	-0.0008510638297876127
biochemical	0.2198683766122762	-0.0008465608465613172
unclear	0.21988877074294488	-0.0008130081300814496
infer	0.21990949648549435	-0.0008000000000008001
studied	0.2199303880339842	-0.0007936507936507908
nevertheless	0.21997241983987453	-0.0007889546351087517
deal	0.22001494906358604	-0.0007797270955158808
commercially	0.22003633802989708	-0.0007751937984501467
promotion	0.22005814151105912	-0.0007604562737650866
conditions	0.22008069111895295	-0.0007352941176463901
physico	0.22010398685357854	-0.0007117437722410358
prevail	0.2201285261327571	-0.0006756756756765014
accordingly	0.22015323121787606	-0.0006711409395965262
simultaneously	0.22020396783563714	-0.0006535947712400514
following	0.22022983356233888	-0.0006410256410251947
john	0.22025768896032538	-0.0005952380952365388
methods	0.22028629048504364	-0.0005797101449296349
examine	0.2205885547143851	-0.0005609195002289624
quite	0.22061922881335833	-0.0005405405405394248
regardless	0.22068165474991733	-0.0005312084993338573
recently	0.22074847454389682	-0.0004962779156336694
though	0.22082159496361134	-0.0004535147392292771
effectively	0.2208973682783722	-0.00043763676148778075
nitrous	0.22093881976347113	-0.00039999999999906777
fact	0.22098474800896076	-0.0003610108303231385
abelmoschus	0.22098856154558985	-1.7763568394002505e-15
absent	0.22099751506637122	-1.7763568394002505e-15
advancement	0.2210068831020036	-1.7763568394002505e-15
advantageous	0.22101550501090417	-1.7763568394002505e-15
afford	0.22101931854753326	-1.7763568394002505e-15
ait	0.22102205434554978	-1.7763568394002505e-15
alarming	0.22102702852376166	-1.7763568394002505e-15
aleppo	0.22102976432177818	-1.7763568394002505e-15
alfisol	0.2210369768801854	-1.7763568394002505e-15
alignment	0.2210397126782019	-1.7763568394002505e-15
allelopathy	0.22104244847621843	-1.7763568394002505e-15
andes	0.22104858329601307	-1.7763568394002505e-15
antagonistic	0.2210558787573905	-1.7763568394002505e-15
apical	0.22106110164451295	-1.7763568394002505e-15
appropriation	0.2210663245316354	-1.7763568394002505e-15
aqua	0.22106906032965193	-1.7763568394002505e-15
automatically	0.22108356834943654	-1.7763568394002505e-15
baja	0.22108630414745306	-1.7763568394002505e-15
barely	0.22108903994546958	-1.7763568394002505e-15
baños	0.2210917757434861	-1.7763568394002505e-15
bioavailable	0.22109791056328074	-1.7763568394002505e-15
blanco	0.22110064636129725	-1.7763568394002505e-15
broaden	0.22110445989792635	-1.7763568394002505e-15
bunche	0.22110719569594287	-1.7763568394002505e-15
bundelkhand	0.22110993149395938	-1.7763568394002505e-15
burkina	0.22112195242463809	-1.7763568394002505e-15
caatinga	0.22112692660284997	-1.7763568394002505e-15
canonical	0.22113074013947906	-1.7763568394002505e-15
catharanthus	0.22113347593749558	-1.7763568394002505e-15
cellulase	0.2211362117355121	-1.7763568394002505e-15
characteristics	0.22115022233747553	-1.7763568394002505e-15
chloris	0.22115295813549204	-1.7763568394002505e-15
coffea	0.22115793231370393	-1.7763568394002505e-15
coherent	0.22116066811172044	-1.7763568394002505e-15
columbia	0.2211700361473528	-1.7763568394002505e-15
complement	0.2211858706146606	-1.7763568394002505e-15
comply	0.22119308317306782	-1.7763568394002505e-15
compounds	0.22119581897108434	-1.7763568394002505e-15
conceptualize	0.22119855476910086	-1.7763568394002505e-15
concomitant	0.22120792280473323	-1.7763568394002505e-15
conditioner	0.22121513536314044	-1.7763568394002505e-15
consensus	0.22122010954135232	-1.7763568394002505e-15
conversely	0.22123768497103427	-1.7763568394002505e-15
corroborate	0.2212438197908289	-1.7763568394002505e-15
critically	0.2212558407215076	-1.7763568394002505e-15
cultivars	0.22126844197297768	-1.7763568394002505e-15
cuticle	0.2212711777709942	-1.7763568394002505e-15
cypermethrin	0.22127391356901072	-1.7763568394002505e-15
deciduous	0.2212825354779113	-1.7763568394002505e-15
deepen	0.22128527127592781	-1.7763568394002505e-15
delhi	0.22129397608779858	-1.7763568394002505e-15
disadvantage	0.22130259799669916	-1.7763568394002505e-15
domestica	0.22131196603233153	-1.7763568394002505e-15
dramatically	0.22132929275310287	-1.7763568394002505e-15
encouraging	0.22133310628973196	-1.7763568394002505e-15
enormous	0.22134139658675175	-1.7763568394002505e-15
entail	0.2213506817194139	-1.7763568394002505e-15
enumerate	0.22135341751743043	-1.7763568394002505e-15
envisage	0.2213583916956423	-1.7763568394002505e-15
ephemeral	0.22136361458276477	-1.7763568394002505e-15
epidemiological	0.22136883746988723	-1.7763568394002505e-15
episodic	0.22137157326790374	-1.7763568394002505e-15
essentially	0.22138210194511887	-1.7763568394002505e-15
established	0.2213848377431354	-1.7763568394002505e-15
estimated	0.22138981192134727	-1.7763568394002505e-15
experimentation	0.22139851673321803	-1.7763568394002505e-15
explanation	0.2214074702539994	-1.7763568394002505e-15
explanatory	0.2214157605510192	-1.7763568394002505e-15
extended	0.22143267275693956	-1.7763568394002505e-15
factors	0.22143648629356866	-1.7763568394002505e-15
flue	0.22144029983019775	-1.7763568394002505e-15
fluxes	0.22144303562821427	-1.7763568394002505e-15
found	0.2214457714262308	-1.7763568394002505e-15
fructose	0.2214530668876082	-1.7763568394002505e-15
fundamental	0.22147545068956165	-1.7763568394002505e-15
gala	0.2214815855093563	-1.7763568394002505e-15
gcms	0.22148772032915093	-1.7763568394002505e-15
geospatial	0.22149824900636605	-1.7763568394002505e-15
glycinebetaine	0.22150098480438257	-1.7763568394002505e-15
goodness	0.22150620769150503	-1.7763568394002505e-15
hai	0.22151234251129967	-1.7763568394002505e-15
halophytic	0.22151756539842213	-1.7763568394002505e-15
harvester	0.22152370021821677	-1.7763568394002505e-15
hawaii	0.22152867439642865	-1.7763568394002505e-15
herein	0.22154193887166032	-1.7763568394002505e-15
hierarchy	0.22155180432511387	-1.7763568394002505e-15
hydrochemistry	0.22156432267361376	-1.7763568394002505e-15
hypothesise	0.22156813621024285	-1.7763568394002505e-15
iberian	0.2215742710300375	-1.7763568394002505e-15
ili	0.221577006828054	-1.7763568394002505e-15
illustration	0.22157974262607052	-1.7763568394002505e-15
impossible	0.22158496551319298	-1.7763568394002505e-15
inadequacy	0.2215877013112095	-1.7763568394002505e-15
incorrect	0.22159043710922602	-1.7763568394002505e-15
incur	0.22159657192902066	-1.7763568394002505e-15
indispensable	0.22160154610723254	-1.7763568394002505e-15
inertia	0.22160428190524906	-1.7763568394002505e-15
insure	0.22160701770326557	-1.7763568394002505e-15
interpret	0.22162782634878525	-1.7763568394002505e-15
introgression	0.2216376918022388	-1.7763568394002505e-15
kabuli	0.22164042760025532	-1.7763568394002505e-15
kinetin	0.22164316339827184	-1.7763568394002505e-15
kuntze	0.22164589919628835	-1.7763568394002505e-15
latex	0.22164863499430487	-1.7763568394002505e-15
lifetime	0.22165244853093397	-1.7763568394002505e-15
lined	0.22165626206756306	-1.7763568394002505e-15
lyase	0.22165899786557958	-1.7763568394002505e-15
l⁻¹.	0.22166761977448016	-1.7763568394002505e-15
malus	0.2216769049071423	-1.7763568394002505e-15
mask	0.22168303972693695	-1.7763568394002505e-15
merr	0.2217086567447281	-1.7763568394002505e-15
mitochondrial	0.22171247028135718	-1.7763568394002505e-15
multiplication	0.22171769316847964	-1.7763568394002505e-15
multitude	0.22172042896649616	-1.7763568394002505e-15
nasa	0.22172316476451268	-1.7763568394002505e-15
necessitate	0.2217371753664761	-1.7763568394002505e-15
neighboring	0.22174447082785353	-1.7763568394002505e-15
nesting	0.22174720662587005	-1.7763568394002505e-15
nevada	0.22175218080408193	-1.7763568394002505e-15
nineteen	0.22175491660209845	-1.7763568394002505e-15
nitrapyrin	0.22175989078031033	-1.7763568394002505e-15
nonpoint	0.22176602560010497	-1.7763568394002505e-15
nonstresse	0.2217687613981215	-1.7763568394002505e-15
nowadays	0.22177738330702207	-1.7763568394002505e-15
nutraceutical	0.2217801191050386	-1.7763568394002505e-15
obviously	0.2217906477822537	-1.7763568394002505e-15
occupation	0.22179802614660132	-1.7763568394002505e-15
officinale	0.22180076194461784	-1.7763568394002505e-15
ontario	0.22180797450302506	-1.7763568394002505e-15
outstanding	0.2218141093228197	-1.7763568394002505e-15
overestimate	0.22183102152874007	-1.7763568394002505e-15
pakhtunkhwa	0.2218337573267566	-1.7763568394002505e-15
paol	0.2218364931247731	-1.7763568394002505e-15
pertinent	0.2218403066614022	-1.7763568394002505e-15
phenomena	0.2218441201980313	-1.7763568394002505e-15
phoenix	0.22185348823366366	-1.7763568394002505e-15
physically	0.22186608948513373	-1.7763568394002505e-15
plants	0.22187437978215352	-1.7763568394002505e-15
policies	0.22187711558017004	-1.7763568394002505e-15
populate	0.22187985137818655	-1.7763568394002505e-15
portfolio	0.221885074265309	-1.7763568394002505e-15
powdery	0.22189377907717978	-1.7763568394002505e-15
practise	0.22190115744152739	-1.7763568394002505e-15
prerequisite	0.22191011096230875	-1.7763568394002505e-15
prioritization	0.22191392449893785	-1.7763568394002505e-15
protozoa	0.22191666029695437	-1.7763568394002505e-15
pumila	0.22191939609497088	-1.7763568394002505e-15
purposively	0.2219221318929874	-1.7763568394002505e-15
quantifie	0.22192486769100392	-1.7763568394002505e-15
randomise	0.22193009057812638	-1.7763568394002505e-15
rcb	0.2219328263761429	-1.7763568394002505e-15
reallocate	0.221936639912772	-1.7763568394002505e-15
reasonably	0.22195355211869236	-1.7763568394002505e-15
recall	0.22195628791670888	-1.7763568394002505e-15
receiver	0.22196010145333797	-1.7763568394002505e-15
recorded	0.2219628372513545	-1.7763568394002505e-15
reliably	0.22197154206322525	-1.7763568394002505e-15
repetition	0.22197651624143713	-1.7763568394002505e-15
replant	0.22198032977806623	-1.7763568394002505e-15
reporting	0.22198306557608274	-1.7763568394002505e-15
scant	0.22198580137409926	-1.7763568394002505e-15
schemes	0.22198853717211578	-1.7763568394002505e-15
secondly	0.22199790520774815	-1.7763568394002505e-15
short-	0.2220031280948706	-1.7763568394002505e-15
shortcoming	0.22200835098199306	-1.7763568394002505e-15
shortwave	0.22201108678000958	-1.7763568394002505e-15
shrink	0.22202037191267174	-1.7763568394002505e-15
societal	0.22202775027701935	-1.7763568394002505e-15
sphere	0.22203156381364844	-1.7763568394002505e-15
statistics	0.22203429961166496	-1.7763568394002505e-15
story	0.22203952249878742	-1.7763568394002505e-15
strategies	0.22204565731858206	-1.7763568394002505e-15
strive	0.22204839311659857	-1.7763568394002505e-15
suboptimal	0.22205361600372103	-1.7763568394002505e-15
suburb	0.22205635180173755	-1.7763568394002505e-15
sumatra	0.22205908759975407	-1.7763568394002505e-15
sustainably	0.22206770950865465	-1.7763568394002505e-15
synergistically	0.22207044530667117	-1.7763568394002505e-15
tadpole	0.22207318110468768	-1.7763568394002505e-15
thermometer	0.22207931592448232	-1.7763568394002505e-15
thoroughly	0.22208545074427696	-1.7763568394002505e-15
throughput	0.22209631103337288	-1.7763568394002505e-15
traits	0.22210501584524364	-1.7763568394002505e-15
turbulent	0.22211239420959125	-1.7763568394002505e-15
uncontrolled	0.22211736838780313	-1.7763568394002505e-15
uncover	0.2221225912749256	-1.7763568394002505e-15
underestimation	0.22212988673630302	-1.7763568394002505e-15
unexpected	0.22213602155609766	-1.7763568394002505e-15
uninoculated	0.22214124444322011	-1.7763568394002505e-15
unnecessary	0.2221450579798492	-1.7763568394002505e-15
unstable	0.22215401150063058	-1.7763568394002505e-15
usable	0.22215898567884246	-1.7763568394002505e-15
vast	0.22217175273625292	-1.7763568394002505e-15
vesicular	0.22217448853426944	-1.7763568394002505e-15
vetiver	0.22217722433228596	-1.7763568394002505e-15
warrant	0.22218982558375602	-1.7763568394002505e-15
wealth	0.2221947997619679	-1.7763568394002505e-15
williams	0.22219977394017978	-1.7763568394002505e-15
worsen	0.2222071523045274	-1.7763568394002505e-15
xrd	0.2222098881025439	-1.7763568394002505e-15
yakima	0.22221262390056043	-1.7763568394002505e-15
yangtze	0.22222398160747753	-1.7763568394002505e-15
zones	0.22222671740549405	-1.7763568394002505e-15
ababa	0.222228789979749	-8.881784197001252e-16
abbé	0.22222961900945096	-8.881784197001252e-16
abdominal	0.22223069674806353	-8.881784197001252e-16
absorbent	0.22223417867281184	-8.881784197001252e-16
abts	0.22223525641142441	-8.881784197001252e-16
aca	0.22223608544112639	-8.881784197001252e-16
academy	0.22223790930647075	-8.881784197001252e-16
accidentally	0.22223873833617272	-8.881784197001252e-16
acclimatization	0.22224056220151708	-8.881784197001252e-16
acclimatize	0.22224139123121905	-8.881784197001252e-16
accra	0.22224470735002697	-8.881784197001252e-16
accretion	0.22224628250646072	-8.881784197001252e-16
acetaminophen	0.2222473602450733	-8.881784197001252e-16
acetonitrile	0.22224818927477527	-8.881784197001252e-16
acetylcholinesterase	0.22224926701338785	-8.881784197001252e-16
acidifying	0.22225009604308982	-8.881784197001252e-16
acl	0.2222509250727918	-8.881784197001252e-16
acn	0.22225175410249376	-8.881784197001252e-16
activities	0.22225332925892752	-8.881784197001252e-16
actuate	0.2222541582886295	-8.881784197001252e-16
actuation	0.22225498731833146	-8.881784197001252e-16
actuator	0.2222570598925864	-8.881784197001252e-16
acuminata	0.22225813763119898	-8.881784197001252e-16
acutus	0.22225896666090095	-8.881784197001252e-16
adams	0.22225979569060292	-8.881784197001252e-16
adaptable	0.2222643553539638	-8.881784197001252e-16
adjunct	0.22226518438366577	-8.881784197001252e-16
admit	0.22226626212227835	-8.881784197001252e-16
advective	0.22227156791237102	-8.881784197001252e-16
adversity	0.222272396942073	-8.881784197001252e-16
advise	0.22227778563513584	-8.881784197001252e-16
advisor	0.2222796095004802	-8.881784197001252e-16
advocacy	0.22228068723909278	-8.881784197001252e-16
aegean	0.22228251110443714	-8.881784197001252e-16
aegyptiaca	0.22228458367869208	-8.881784197001252e-16
aegyptiacum	0.22228541270839405	-8.881784197001252e-16
afar	0.22228649044700663	-8.881784197001252e-16
affair	0.2222873194767086	-8.881784197001252e-16
affiliation	0.22228839721532118	-8.881784197001252e-16
afield	0.22228922624502315	-8.881784197001252e-16
aforesaid	0.22229030398363572	-8.881784197001252e-16
afraspera	0.2222911330133377	-8.881784197001252e-16
agiorgitiko	0.22229196204303966	-8.881784197001252e-16
agro-	0.22229279107274164	-8.881784197001252e-16
agropastoral	0.2222936201024436	-8.881784197001252e-16
agrotechnical	0.22229544396778797	-8.881784197001252e-16
ahmed	0.22229701912422173	-8.881784197001252e-16
ahmedabad	0.2222978481539237	-8.881784197001252e-16
ahvaz	0.22229892589253628	-8.881784197001252e-16
aids	0.22229975492223825	-8.881784197001252e-16
ailanthus	0.222301330078672	-8.881784197001252e-16
ain	0.22230290523510576	-8.881784197001252e-16
akbar	0.2223049778093607	-8.881784197001252e-16
akkar	0.22230580683906268	-8.881784197001252e-16
albeit	0.22231036650242356	-8.881784197001252e-16
alcaligenes	0.22231119553212553	-8.881784197001252e-16
aldrin	0.2223120245618275	-8.881784197001252e-16
alexandria	0.22231384842717186	-8.881784197001252e-16
alexandrinum	0.22231683293409898	-8.881784197001252e-16
aleyrodidae	0.22231766196380096	-8.881784197001252e-16
ali	0.22231849099350293	-8.881784197001252e-16
alicante	0.22232006614993668	-8.881784197001252e-16
alkalinization	0.22232114388854926	-8.881784197001252e-16
allochthonous	0.22232197291825123	-8.881784197001252e-16
alm	0.2223228019479532	-8.881784197001252e-16
alongside	0.2223307606330922	-8.881784197001252e-16
alopecurus	0.22233158966279418	-8.881784197001252e-16
alphonso	0.22233266740140675	-8.881784197001252e-16
altay	0.22233374514001933	-8.881784197001252e-16
alternately	0.22233706125882724	-8.881784197001252e-16
alternatively	0.2223423670489199	-8.881784197001252e-16
amarus	0.22234344478753248	-8.881784197001252e-16
amber	0.22234452252614506	-8.881784197001252e-16
amended	0.22234792154792318	-8.881784197001252e-16
amidst	0.22234999412217812	-8.881784197001252e-16
amoeba	0.2223508231518801	-8.881784197001252e-16
amoebae	0.22235165218158207	-8.881784197001252e-16
ampc	0.22235248121128404	-8.881784197001252e-16
analog	0.2223543050766284	-8.881784197001252e-16
analyzed	0.22235588023306216	-8.881784197001252e-16
ananas	0.22235745538949592	-8.881784197001252e-16
ancestor	0.2223585331281085	-8.881784197001252e-16
ane	0.22235936215781046	-8.881784197001252e-16
angiosperm	0.22236019118751243	-8.881784197001252e-16
angustus	0.2223610202172144	-8.881784197001252e-16
anmbr	0.22236259537364816	-8.881784197001252e-16
annona	0.22236367311226074	-8.881784197001252e-16
anopheline	0.2223652482686945	-8.881784197001252e-16
anoxia	0.22236632600730707	-8.881784197001252e-16
antalya	0.22236839858156202	-8.881784197001252e-16
antarctic	0.222369227611264	-8.881784197001252e-16
anthropological	0.22237005664096596	-8.881784197001252e-16
anthrosol	0.22237088567066793	-8.881784197001252e-16
anywhere	0.2223717147003699	-8.881784197001252e-16
apollo	0.22237254373007187	-8.881784197001252e-16
apoplastic	0.22237436759541623	-8.881784197001252e-16
appraise	0.22237892725877711	-8.881784197001252e-16
appreciable	0.2223868030409459	-8.881784197001252e-16
appreciably	0.22239152851024718	-8.881784197001252e-16
appreciate	0.2223948446290551	-8.881784197001252e-16
appropriateness	0.22239807784489282	-8.881784197001252e-16
approval	0.22239965300132658	-8.881784197001252e-16
aprd	0.22240048203102855	-8.881784197001252e-16
aquatica	0.22240379814983646	-8.881784197001252e-16
arava	0.2224058707240914	-8.881784197001252e-16
arduino	0.22240769458943577	-8.881784197001252e-16
argentifolii	0.22240877232804834	-8.881784197001252e-16
